country_id,year,indicator_id,indicator_value
300,2010,1,0.9
300,2015,1,0.8
300,2018,1,0.8
308,1990,1,0.64
308,1995,1,0.6
308,2000,1,0.7
308,2005,1,0.7
308,2010,1,0.7
308,2015,1,0.7
308,2018,1,0.7
320,1990,1,0.59
320,1995,1,0.6
320,2000,1,0.6
320,2005,1,0.6
320,2010,1,0.6
320,2015,1,0.6
320,2018,1,0.6
324,1990,1,0.384
324,1995,1,0.4
324,2000,1,0.4
324,2005,1,0.4
324,2010,1,0.4
324,2015,1,0.4
324,2018,1,0.5
624,1990,1,0.415
624,1995,1,0.4
624,2000,1,0.4
624,2005,1,0.4
624,2010,1,0.4
624,2015,1,0.4
624,2018,1,0.4
328,1990,1,0.46
328,1995,1,0.5
328,2000,1,0.6
328,2005,1,0.6
328,2010,1,0.6
328,2015,1,0.6
328,2018,1,0.7
332,1990,1,0.459
332,1995,1,0.4
332,2000,1,0.4
332,2005,1,0.4
332,2010,1,0.4
332,2015,1,0.4
332,2018,1,0.4
340,1990,1,0.515
340,1995,1,0.5
340,2000,1,0.5
340,2005,1,0.5
340,2010,1,0.5
340,2015,1,0.6
340,2018,1,0.6
348,1990,1,0.769
348,1995,1,0.7
348,2000,1,0.8
348,2005,1,0.8
348,2010,1,0.8
348,2015,1,0.8
348,2018,1,0.8
352,1990,1,0.858
352,1995,1,0.9
352,2000,1,0.9
352,2005,1,0.9
352,2010,1,0.9
352,2015,1,0.9
352,2018,1,0.9
356,1990,1,0.443
356,1995,1,0.5
356,2000,1,0.5
356,2005,1,0.5
356,2010,1,0.6
356,2015,1,0.6
356,2018,1,0.6
360,1990,1,0.572
360,1995,1,0.6
360,2000,1,0.6
360,2005,1,0.6
360,2010,1,0.7
360,2015,1,0.7
360,2018,1,0.7
364,1990,1,0.715
364,1995,1,0.7
364,2000,1,0.7
364,2005,1,0.8
364,2010,1,0.8
364,2015,1,0.8
364,2018,1,0.8
368,1990,1,0.715
368,1995,1,0.6
368,2000,1,0.7
368,2005,1,0.7
368,2010,1,0.7
368,2015,1,0.8
368,2018,1,0.8
372,1990,1,0.8
372,1995,1,0.8
372,2000,1,0.9
372,2005,1,0.9
372,2010,1,0.9
372,2015,1,0.9
372,2018,1,0.9
376,1990,1,0.8
376,1995,1,0.8
376,2000,1,0.8
376,2005,1,0.8
376,2010,1,0.9
376,2015,1,0.9
376,2018,1,0.9
380,1990,1,0.865
380,1995,1,0.9
380,2000,1,0.9
380,2005,1,0.9
380,2010,1,0.9
380,2015,1,0.9
380,2018,1,0.9
388,1990,1,0.633
388,1995,1,0.7
388,2000,1,0.7
388,2005,1,0.7
388,2010,1,0.7
388,2015,1,0.7
388,2018,1,0.7
392,1990,1,0.866
392,1995,1,0.9
392,2000,1,0.9
392,2005,1,0.9
392,2010,1,0.9
392,2015,1,0.9
392,2018,1,0.9
400,1990,1,0.615
400,1995,1,0.6
400,2000,1,0.6
400,2005,1,0.7
400,2010,1,0.7
400,2015,1,0.7
400,2018,1,0.7
398,1990,1,0.743
398,1995,1,0.7
398,2000,1,0.7
398,2005,1,0.7
398,2010,1,0.8
398,2015,1,0.8
398,2018,1,0.8
404,1990,1,0.471
404,1995,1,0.5
404,2000,1,0.5
404,2005,1,0.5
404,2010,1,0.5
404,2015,1,0.5
404,2018,1,0.5
296,1990,1,0.477
296,1995,1,0.5
296,2000,1,0.5
296,2005,1,0.5
296,2010,1,0.5
296,2015,1,0.5
296,2018,1,0.6
414,1990,1,0.946
414,1995,1,1.0
414,2000,1,1.0
414,2005,1,1.0
414,2010,1,1.0
414,2015,1,1.0
414,2018,1,1.0
417,1990,1,0.534
417,1995,1,0.5
417,2000,1,0.4
417,2005,1,0.5
417,2010,1,0.5
417,2015,1,0.5
417,2018,1,0.5
418,1990,1,0.431
418,1995,1,0.4
418,2000,1,0.5
418,2005,1,0.5
418,2010,1,0.5
418,2015,1,0.6
418,2018,1,0.6
428,1990,1,0.747
428,1995,1,0.7
428,2000,1,0.7
428,2005,1,0.7
428,2010,1,0.8
428,2015,1,0.8
428,2018,1,0.8
422,1990,1,0.637
422,1995,1,0.7
422,2000,1,0.7
422,2005,1,0.7
422,2010,1,0.7
422,2015,1,0.7
422,2018,1,0.7
426,1990,1,0.457
426,1995,1,0.5
426,2000,1,0.5
426,2005,1,0.5
426,2010,1,0.5
426,2015,1,0.5
426,2018,1,0.5
430,1990,1,0.336
430,1995,1,0.2
430,2000,1,0.3
430,2005,1,0.3
430,2010,1,0.3
430,2015,1,0.4
430,2018,1,0.4
434,1990,1,0.803
434,1995,1,0.8
434,2000,1,0.8
434,2005,1,0.8
434,2010,1,0.8
434,2015,1,0.7
434,2018,1,0.7
438,1990,1,0.976
438,1995,1,1.0
438,2000,1,1.0
438,2005,1,1.0
438,2010,1,1.0
438,2015,1,1.0
438,2018,1,1.0
440,1990,1,0.766
440,1995,1,0.7
440,2000,1,0.7
440,2005,1,0.8
440,2010,1,0.8
440,2015,1,0.8
440,2018,1,0.9
442,1990,1,0.967
442,1995,1,1.0
442,2000,1,1.0
442,2005,1,1.0
442,2010,1,1.0
442,2015,1,1.0
442,2018,1,1.0
450,1990,1,0.418
450,1995,1,0.4
450,2000,1,0.4
450,2005,1,0.4
450,2010,1,0.4
450,2015,1,0.4
450,2018,1,0.4
454,1990,1,0.3
454,1995,1,0.3
454,2000,1,0.3
454,2005,1,0.3
454,2010,1,0.3
454,2015,1,0.4
454,2018,1,0.4
458,1990,1,0.698
458,1995,1,0.7
458,2000,1,0.8
458,2005,1,0.8
458,2010,1,0.8
458,2015,1,0.8
458,2018,1,0.8
462,1990,1,0.625
462,1995,1,0.6
462,2000,1,0.7
462,2005,1,0.7
462,2010,1,0.7
462,2015,1,0.7
462,2018,1,0.7
466,1990,1,0.384
466,1995,1,0.4
466,2000,1,0.4
466,2005,1,0.4
466,2010,1,0.4
466,2015,1,0.4
466,2018,1,0.4
470,1990,1,0.779
470,1995,1,0.8
470,2000,1,0.8
470,2005,1,0.8
470,2010,1,0.8
470,2015,1,0.9
470,2018,1,0.9
584,1990,1,0.547
584,1995,1,0.6
584,2000,1,0.6
584,2005,1,0.6
584,2010,1,0.6
584,2015,1,0.6
584,2018,1,0.6
478,1990,1,0.496
478,1995,1,0.5
478,2000,1,0.5
478,2005,1,0.5
478,2010,1,0.5
478,2015,1,0.5
478,2018,1,0.5
480,1990,1,0.652
480,1995,1,0.7
480,2000,1,0.7
480,2005,1,0.7
480,2010,1,0.8
480,2015,1,0.8
480,2018,1,0.8
484,1990,1,0.737
484,1995,1,0.7
484,2000,1,0.8
484,2005,1,0.8
484,2010,1,0.8
484,2015,1,0.8
484,2018,1,0.8
583,1990,1,0.53
583,1995,1,0.5
583,2000,1,0.5
583,2005,1,0.5
583,2010,1,0.5
583,2015,1,0.5
583,2018,1,0.5
496,1990,1,0.592
496,1995,1,0.6
496,2000,1,0.6
496,2005,1,0.6
496,2010,1,0.6
496,2015,1,0.7
496,2018,1,0.7
504,1990,1,0.55
504,1995,1,0.6
504,2000,1,0.6
504,2005,1,0.6
504,2010,1,0.6
504,2015,1,0.6
504,2018,1,0.6
508,1990,1,0.199
508,1995,1,0.2
508,2000,1,0.2
508,2005,1,0.3
508,2010,1,0.3
508,2015,1,0.4
508,2018,1,0.4
104,1990,1,0.3
104,1995,1,0.3
104,2000,1,0.4
104,2005,1,0.4
104,2010,1,0.5
104,2015,1,0.6
104,2018,1,0.6
516,1990,1,0.614
516,1995,1,0.6
516,2000,1,0.6
516,2005,1,0.6
516,2010,1,0.7
516,2015,1,0.7
516,2018,1,0.7
524,1990,1,0.374
524,1995,1,0.4
524,2000,1,0.4
524,2005,1,0.4
524,2010,1,0.4
524,2015,1,0.5
524,2018,1,0.5
528,1990,1,0.872
528,1995,1,0.9
528,2000,1,0.9
528,2005,1,0.9
528,2010,1,0.9
528,2015,1,0.9
528,2018,1,0.9
554,1990,1,0.822
554,1995,1,0.8
554,2000,1,0.8
554,2005,1,0.9
554,2010,1,0.9
554,2015,1,0.9
554,2018,1,0.9
558,1990,1,0.507
558,1995,1,0.5
558,2000,1,0.5
558,2005,1,0.5
558,2010,1,0.6
558,2015,1,0.6
558,2018,1,0.6
562,1990,1,0.327
562,1995,1,0.3
562,2000,1,0.3
562,2005,1,0.3
562,2010,1,0.3
562,2015,1,0.3
562,2018,1,0.3
566,1990,1,0.525
566,1995,1,0.5
566,2000,1,0.5
566,2005,1,0.5
566,2010,1,0.6
566,2015,1,0.6
566,2018,1,0.6
578,1990,1,0.912
578,1995,1,0.9
578,2000,1,1.0
578,2005,1,1.0
578,2010,1,1.0
578,2015,1,1.0
578,2018,1,1.0
512,1990,1,0.885
512,1995,1,0.9
512,2000,1,0.9
512,2005,1,0.9
512,2010,1,0.9
512,2015,1,0.9
512,2018,1,0.9
586,1990,1,0.523
586,1995,1,0.5
586,2000,1,0.5
586,2005,1,0.5
586,2010,1,0.6
586,2015,1,0.6
586,2018,1,0.6
585,1990,1,0.716
585,1995,1,0.7
585,2000,1,0.7
585,2005,1,0.7
585,2010,1,0.7
585,2015,1,0.8
585,2018,1,0.8
591,1990,1,0.654
591,1995,1,0.7
591,2000,1,0.7
591,2005,1,0.7
591,2010,1,0.7
591,2015,1,0.8
591,2018,1,0.8
598,1990,1,0.462
598,1995,1,0.5
598,2000,1,0.5
598,2005,1,0.5
598,2010,1,0.5
598,2015,1,0.5
598,2018,1,0.5
600,1990,1,0.63
600,1995,1,0.6
600,2000,1,0.7
600,2005,1,0.6
600,2010,1,0.7
600,2015,1,0.7
600,2018,1,0.7
604,1990,1,0.59
604,1995,1,0.6
604,2000,1,0.6
604,2005,1,0.6
604,2010,1,0.7
604,2015,1,0.7
604,2018,1,0.7
608,1990,1,0.556
608,1995,1,0.6
608,2000,1,0.6
608,2005,1,0.6
608,2010,1,0.6
608,2015,1,0.7
608,2018,1,0.7
616,1990,1,0.695
616,1995,1,0.7
616,2000,1,0.7
616,2005,1,0.8
616,2010,1,0.8
616,2015,1,0.8
616,2018,1,0.8
620,1990,1,0.801
620,1995,1,0.8
620,2000,1,0.8
620,2005,1,0.8
620,2010,1,0.8
620,2015,1,0.8
620,2018,1,0.8
634,1990,1,0.996
634,1995,1,1.0
634,2000,1,1.0
634,2005,1,1.0
634,2010,1,1.0
634,2015,1,1.0
634,2018,1,1.0
642,1990,1,0.716
642,1995,1,0.7
642,2000,1,0.7
642,2005,1,0.7
642,2010,1,0.8
642,2015,1,0.8
642,2018,1,0.8
643,1990,1,0.807
643,1995,1,0.8
643,2000,1,0.7
643,2005,1,0.8
643,2010,1,0.8
643,2015,1,0.8
643,2018,1,0.8
646,1990,1,0.326
646,1995,1,0.3
646,2000,1,0.3
646,2005,1,0.3
646,2010,1,0.4
646,2015,1,0.4
646,2018,1,0.4
659,1990,1,0.759
659,1995,1,0.8
659,2000,1,0.8
659,2005,1,0.8
659,2010,1,0.8
659,2015,1,0.8
659,2018,1,0.8
662,1990,1,0.672
662,1995,1,0.7
662,2000,1,0.7
662,2005,1,0.7
662,2010,1,0.7
662,2015,1,0.7
662,2018,1,0.7
670,1990,1,0.6
670,1995,1,0.6
670,2000,1,0.6
670,2005,1,0.7
670,2010,1,0.7
670,2015,1,0.7
670,2018,1,0.7
882,1990,1,0.584
882,1995,1,0.6
882,2000,1,0.5
882,2005,1,0.6
882,2010,1,0.6
882,2015,1,0.6
882,2018,1,0.6
678,1990,1,0.438
678,1995,1,0.4
678,2000,1,0.4
678,2005,1,0.5
678,2010,1,0.5
678,2015,1,0.5
678,2018,1,0.5
682,1990,1,0.92
682,1995,1,0.9
682,2000,1,0.9
682,2005,1,0.9
682,2010,1,0.9
682,2015,1,0.9
682,2018,1,0.9
686,1990,1,0.471
686,1995,1,0.5
686,2000,1,0.5
686,2005,1,0.5
686,2010,1,0.5
686,2015,1,0.5
686,2018,1,0.5
688,1990,1,0.727
688,1995,1,0.7
688,2000,1,0.7
688,2005,1,0.7
688,2010,1,0.7
688,2015,1,0.7
688,2018,1,0.8
690,1990,1,0.743
690,1995,1,0.8
690,2000,1,0.8
690,2005,1,0.8
690,2010,1,0.8
690,2015,1,0.8
690,2018,1,0.8
694,1990,1,0.364
694,1995,1,0.3
694,2000,1,0.3
694,2005,1,0.3
694,2010,1,0.4
694,2015,1,0.4
694,2018,1,0.4
702,1990,1,0.883
702,1995,1,0.9
702,2000,1,0.9
702,2005,1,0.9
702,2010,1,1.0
702,2015,1,1.0
702,2018,1,1.0
703,1990,1,0.753
703,1995,1,0.7
703,2000,1,0.8
703,2005,1,0.8
703,2010,1,0.8
703,2015,1,0.8
703,2018,1,0.9
705,1990,1,1
705,1995,1,0.8
705,2000,1,0.8
705,2005,1,0.8
705,2010,1,0.9
705,2015,1,0.9
705,2018,1,0.9
90,1990,1,0.386
90,1995,1,0.4
90,2000,1,0.4
90,2005,1,0.4
90,2010,1,0.4
90,2015,1,0.4
90,2018,1,0.5
710,1990,1,0.689
710,1995,1,0.7
710,2000,1,0.7
710,2005,1,0.7
710,2010,1,0.7
710,2015,1,0.7
710,2018,1,0.7
724,1990,1,0.825
724,1995,1,0.8
724,2000,1,0.8
724,2005,1,0.9
724,2010,1,0.9
724,2015,1,0.9
724,2018,1,0.9
144,1990,1,0.541
144,1995,1,0.6
144,2000,1,0.6
144,2005,1,0.6
144,2010,1,0.7
144,2015,1,0.7
144,2018,1,0.7
729,1990,1,0.42
729,1995,1,0.4
729,2000,1,0.5
729,2005,1,0.5
729,2010,1,0.5
729,2015,1,0.5
729,2018,1,0.6
740,1990,1,0.701
740,1995,1,0.7
740,2000,1,0.7
740,2005,1,0.7
740,2010,1,0.7
740,2015,1,0.8
740,2018,1,0.7
752,1990,1,0.863
752,1995,1,0.9
752,2000,1,0.9
752,2005,1,0.9
752,2010,1,0.9
752,2015,1,0.9
752,2018,1,0.9
756,1990,1,0.936
756,1995,1,0.9
756,2000,1,0.9
756,2005,1,1.0
756,2010,1,1.0
756,2015,1,1.0
756,2018,1,1.0
760,1990,1,0.534
760,1995,1,0.6
760,2000,1,0.6
760,2005,1,0.6
760,2010,1,0.6
760,2015,1,0.5
760,2018,1,0.5
762,1990,1,0.563
762,1995,1,0.5
762,2000,1,0.4
762,2005,1,0.4
762,2010,1,0.5
762,2015,1,0.5
762,2018,1,0.5
764,1990,1,0.632
764,1995,1,0.7
764,2000,1,0.7
764,2005,1,0.7
764,2010,1,0.7
764,2015,1,0.7
764,2018,1,0.8
626,1990,1,0.56
626,1995,1,0.6
626,2000,1,0.6
626,2005,1,0.6
626,2010,1,0.6
626,2015,1,0.6
626,2018,1,0.7
768,1990,1,0.388
768,1995,1,0.4
768,2000,1,0.4
768,2005,1,0.4
768,2010,1,0.4
768,2015,1,0.4
768,2018,1,0.4
776,1990,1,0.544
776,1995,1,0.6
776,2000,1,0.6
776,2005,1,0.6
776,2010,1,0.6
776,2015,1,0.6
776,2018,1,0.6
780,1990,1,0.697
780,1995,1,0.7
780,2000,1,0.8
780,2005,1,0.8
780,2010,1,0.9
780,2015,1,0.9
780,2018,1,0.9
788,1990,1,0.604
788,1995,1,0.6
788,2000,1,0.6
788,2005,1,0.7
788,2010,1,0.7
788,2015,1,0.7
788,2018,1,0.7
792,1990,1,0.713
792,1995,1,0.7
792,2000,1,0.7
792,2005,1,0.7
792,2010,1,0.8
792,2015,1,0.8
792,2018,1,0.8
795,1990,1,0.669
795,1995,1,0.6
795,2000,1,0.6
795,2005,1,0.6
795,2010,1,0.7
795,2015,1,0.7
795,2018,1,0.8
798,1990,1,0.582
798,1995,1,0.6
798,2000,1,0.6
798,2005,1,0.6
798,2010,1,0.6
798,2015,1,0.6
798,2018,1,0.6
800,1990,1,0.306
800,1995,1,0.3
800,2000,1,0.4
800,2005,1,0.4
800,2010,1,0.4
800,2015,1,0.4
800,2018,1,0.4
804,1990,1,0.706
804,1995,1,0.6
804,2000,1,0.6
804,2005,1,0.6
804,2010,1,0.7
804,2015,1,0.7
804,2018,1,0.7
784,1990,1,1
784,1995,1,1.0
784,2000,1,1.0
784,2005,1,1.0
784,2010,1,1.0
784,2015,1,1.0
784,2018,1,1.0
858,1990,1,0.688
858,1995,1,0.7
858,2000,1,0.7
858,2005,1,0.7
858,2010,1,0.8
858,2015,1,0.8
858,2018,1,0.8
860,1990,1,0.518
860,1995,1,0.5
860,2000,1,0.5
860,2005,1,0.5
860,2010,1,0.6
860,2015,1,0.6
860,2018,1,0.6
548,1990,1,0.493
548,1995,1,0.5
548,2000,1,0.5
548,2005,1,0.5
548,2010,1,0.5
548,2015,1,0.5
548,2018,1,0.5
862,1990,1,0.752
862,1995,1,0.8
862,2000,1,0.8
862,2005,1,0.7
862,2010,1,0.8
862,2015,1,0.8
862,2018,1,0.7
704,1990,1,0.395
704,1995,1,0.4
704,2000,1,0.5
704,2005,1,0.5
704,2010,1,0.6
704,2015,1,0.6
704,2018,1,0.6
887,1990,1,0.479
887,1995,1,0.5
887,2000,1,0.5
887,2005,1,0.5
887,2010,1,0.5
887,2015,1,0.5
887,2018,1,0.4
894,1990,1,0.463
894,1995,1,0.5
894,2000,1,0.5
894,2005,1,0.5
894,2010,1,0.5
894,2015,1,0.5
894,2018,1,0.5
716,1990,1,0.497
716,1995,1,0.5
716,2000,1,0.5
716,2005,1,0.5
716,2010,1,0.4
716,2015,1,0.5
716,2018,1,0.5
36,2000,9,56.8
36,2005,9,54.5
36,2010,9,53.2
36,2015,9,53.8
36,2018,9,52.3
40,2000,9,56
40,2005,9,53.3
40,2010,9,54.6
40,2015,9,54.6
40,2018,9,54.4
56,2000,9,60
56,2005,9,58.7
56,2010,9,59.9
56,2015,9,61.0
56,2018,9,59.5
100,2000,9,49.7
100,2005,9,46.7
100,2010,9,49.9
100,2015,9,52.9
100,2018,9,57.8
124,2000,9,55.9
124,2005,9,54
124,2010,9,55.6
124,2015,9,55.5
124,2018,9,55.2
191,2000,9,67.2
191,2005,9,63
191,2010,9,62
191,2015,9,57.7
191,2018,9,53.3
196,2000,9,51.7
196,2005,9,55
